status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
for_sale,,,0.28,Hopatcong,New Jersey,7843.0,,2020-09-22,65000.0
for_sale,3.0,2.0,0.13,Hopatcong,New Jersey,7843.0,,2009-10-21,550000.0
for_sale,3.0,3.0,0.22,Hopatcong,New Jersey,7843.0,,,550000.0
for_sale,4.0,5.0,0.6,East Stroudsburg,Pennsylvania,18302.0,4588.0,2004-11-12,459000.0
for_sale,3.0,2.0,0.29,East Stroudsburg,Pennsylvania,18302.0,1248.0,2004-10-05,199000.0
for_sale,4.0,2.0,1.05,Milford,Pennsylvania,18337.0,3548.0,,369000.0
for_sale,4.0,3.0,0.5,Lords Valley,Pennsylvania,18428.0,3387.0,,406999.0
for_sale,3.0,2.0,0.26,Bushkill,Pennsylvania,18324.0,1500.0,2004-09-28,250000.0
for_sale,5.0,1.0,0.58,Sparrow Bush,New York,12780.0,2128.0,2015-10-28,249000.0
for_sale,5.0,2.0,0.35,Bushkill,Pennsylvania,18324.0,2516.0,,224900.0
for_sale,2.0,2.0,0.95,Ogdensburg,New Jersey,7439.0,792.0,1997-05-30,294900.0
for_sale,4.0,2.0,0.6,Port Jervis,New York,12771.0,1570.0,1995-09-12,255000.0
for_sale,3.0,2.0,0.51,Lords Valley,Pennsylvania,18428.0,1300.0,2019-04-10,199000.0
for_sale,3.0,2.0,1.26,East Stroudsburg,Pennsylvania,18302.0,1792.0,2019-05-29,299900.0
for_sale,3.0,3.0,2.56,Hackettstown,New Jersey,7840.0,4940.0,,699000.0
for_sale,6.0,,0.17,Mount Bethel,Pennsylvania,18343.0,2944.0,2016-11-01,229900.0
for_sale,3.0,2.0,0.34,Port Jervis,New York,12771.0,1600.0,,342000.0
for_sale,5.0,3.0,2.14,Hampton,New Jersey,7860.0,,,357887.0
for_sale,4.0,5.0,0.65,Hawley,Pennsylvania,18428.0,9242.0,,750000.0
for_sale,3.0,2.0,0.28,Ogdensburg,New Jersey,7439.0,,,299000.0
for_sale,5.0,4.0,4.24,Frankford Township,New Jersey,7826.0,,,529000.0
for_sale,5.0,3.0,0.92,Newton,New Jersey,7860.0,2302.0,2021-04-12,475000.0
for_sale,3.0,2.0,1.45,Lords Valley,Pennsylvania,18428.0,2376.0,,396000.0
for_sale,4.0,4.0,1.42,Franklin,New Jersey,7416.0,,2004-07-21,519900.0
for_sale,2.0,3.0,0.05,Independence Township,New Jersey,7840.0,,2010-04-28,284900.0
for_sale,3.0,3.0,0.37,Sandyston,New Jersey,7826.0,,,499000.0
for_sale,2.0,1.0,0.09,Byram Township,New Jersey,7821.0,1402.0,2004-10-22,294900.0
for_sale,4.0,2.0,0.25,Sparta,New Jersey,7871.0,,2005-08-04,300000.0
for_sale,3.0,2.0,0.45,Byram Township,New Jersey,7874.0,,1989-11-02,315000.0
for_sale,7.0,3.0,0.7,Newton,New Jersey,7860.0,,1997-02-07,425000.0
for_sale,2.0,1.0,0.82,Ogdensburg,New Jersey,7439.0,856.0,,294900.0
for_sale,3.0,2.0,0.23,Sparta,New Jersey,7871.0,,2012-07-25,369900.0
for_sale,4.0,2.0,0.7,Stillwater,New Jersey,7860.0,2000.0,,399900.0
for_sale,5.0,4.0,0.2,Green Township,New Jersey,7821.0,,,375000.0
for_sale,3.0,3.0,0.39,Stillwater,New Jersey,7860.0,,1995-06-12,425000.0
for_sale,3.0,3.0,1.99,Hampton,New Jersey,7860.0,,1997-10-30,424900.0
for_sale,4.0,3.0,2.17,Sparta,New Jersey,7871.0,,1989-11-21,585000.0
for_sale,2.0,,0.25,Shohola,Pennsylvania,18458.0,303.0,,29900.0
for_sale,2.0,1.0,0.49,Bethel,New York,12720.0,1324.0,2004-04-07,195000.0
for_sale,3.0,2.0,0.48,Oxford,New Jersey,7863.0,1440.0,2016-09-27,162500.0
for_sale,3.0,3.0,8.26,Shohola,Pennsylvania,18458.0,2162.0,2018-10-03,348900.0
for_sale,2.0,1.0,0.25,Independence Township,New Jersey,7840.0,1016.0,1995-08-21,179900.0
for_sale,3.0,2.0,0.09,Sandyston,New Jersey,7826.0,,,197000.0
for_sale,3.0,2.0,7.1,Huguenot,New York,12746.0,1216.0,2003-09-05,79999.0
for_sale,3.0,2.0,0.5,Bushkill,Pennsylvania,18324.0,2164.0,1998-06-29,274000.0
for_sale,3.0,2.0,0.69,Lords Valley,Pennsylvania,18428.0,1240.0,2007-08-07,199000.0
for_sale,4.0,,1.0,Upper Mt Bethel Township,Pennsylvania,18343.0,2100.0,2022-01-26,325000.0
for_sale,3.0,2.0,0.55,Lords Valley,Pennsylvania,18428.0,1600.0,,189900.0
for_sale,4.0,2.0,0.45,Bushkill,Pennsylvania,18324.0,1170.0,,243000.0
for_sale,4.0,3.0,0.08,Bushkill,Pennsylvania,18324.0,2662.0,2021-08-18,250000.0
for_sale,3.0,2.0,0.43,Ogdensburg,New Jersey,7439.0,,2022-02-02,325000.0
for_sale,3.0,3.0,1.01,East Stroudsburg,Pennsylvania,18302.0,2296.0,,375000.0
for_sale,4.0,4.0,2.62,Milford,Pennsylvania,18337.0,6950.0,2003-08-14,739900.0
for_sale,3.0,2.0,0.29,Vernon,New Jersey,7419.0,,2001-08-15,274900.0
for_sale,2.0,1.0,0.76,Bushkill,Pennsylvania,18324.0,1080.0,2001-12-06,219500.0
for_sale,4.0,2.0,0.32,Vernon,New Jersey,7419.0,,2009-08-11,330000.0
for_sale,3.0,2.0,1.26,Milford,Pennsylvania,18337.0,4521.0,,447500.0
for_sale,3.0,2.0,0.12,Port Jervis,New York,12771.0,1360.0,2002-11-27,249900.0
for_sale,3.0,2.0,0.31,Newton,New Jersey,7860.0,,2021-06-14,390000.0
for_sale,2.0,2.0,0.09,Hopatcong,New Jersey,7843.0,,2021-04-20,299000.0
for_sale,3.0,2.0,0.06,Port Jervis,New York,12771.0,1563.0,2021-11-19,289000.0
for_sale,3.0,3.0,0.03,Hardyston,New Jersey,7419.0,,2006-04-13,285000.0
for_sale,5.0,3.0,0.34,Milford,Pennsylvania,18337.0,4596.0,2019-10-31,599000.0
for_sale,3.0,2.0,0.31,Sparta,New Jersey,7871.0,,2000-08-31,424900.0
for_sale,4.0,3.0,0.47,Sparta,New Jersey,7871.0,,2020-06-26,485000.0
for_sale,3.0,3.0,0.25,Hopatcong,New Jersey,7843.0,,,339900.0
for_sale,4.0,3.0,5.87,Westtown,New York,10998.0,2659.0,,609900.0
for_sale,4.0,2.0,0.74,Sparrow Bush,New York,12780.0,1524.0,2019-09-09,339000.0
for_sale,3.0,3.0,0.11,Hopatcong,New Jersey,7821.0,,2013-09-11,435000.0
for_sale,4.0,1.0,0.35,Dingmans Ferry,Pennsylvania,18328.0,960.0,,269900.0
for_sale,4.0,3.0,0.72,Green Township,New Jersey,7821.0,,2019-07-17,430000.0
for_sale,4.0,3.0,2.32,Sparta,New Jersey,7871.0,,2005-01-04,537000.0
for_sale,3.0,3.0,0.15,Matamoras,Pennsylvania,18336.0,2331.0,,495000.0
for_sale,3.0,2.0,0.51,East Stroudsburg,Pennsylvania,18302.0,1518.0,2013-05-22,309900.0
for_sale,4.0,5.0,,Hamburg,New Jersey,7419.0,3329.0,2019-07-26,699900.0
for_sale,,,1.02,Stroudsburg,Pennsylvania,18360.0,,2006-03-31,59900.0
for_sale,2.0,1.0,0.3,Montague,New Jersey,7827.0,,,100000.0
for_sale,5.0,8.0,4.76,Sparta,New Jersey,7871.0,,2004-07-26,4500000.0
for_sale,3.0,2.0,1.33,Columbia,New Jersey,7832.0,,,275000.0
for_sale,5.0,4.0,2.0,Independence Township,New Jersey,7840.0,3076.0,2016-11-07,665000.0
for_sale,,,20.17,Milford,Pennsylvania,18337.0,,2017-09-12,200000.0
for_sale,,,11.43,East Stroudsburg,Pennsylvania,18302.0,,,239000.0
for_sale,3.0,3.0,2.35,Milford,Pennsylvania,18337.0,4322.0,2017-03-27,399000.0
for_sale,3.0,2.0,0.41,Bushkill,Pennsylvania,18324.0,1300.0,2004-09-17,139000.0
for_sale,4.0,3.0,0.46,Bushkill,Pennsylvania,18324.0,2148.0,2012-10-01,230000.0
for_sale,4.0,3.0,0.32,Middle Smithfield Township,Pennsylvania,18302.0,2510.0,2019-01-17,349000.0
for_sale,3.0,2.0,0.3,East Stroudsburg,Pennsylvania,18302.0,1055.0,2020-08-24,180000.0
for_sale,1.0,1.0,0.07,Shohola,Pennsylvania,18458.0,750.0,2021-02-24,28000.0
for_sale,3.0,2.0,2.0,Eldred,New York,12732.0,1248.0,2019-07-19,299900.0
for_sale,4.0,5.0,0.51,Pike County,Pennsylvania,18337.0,3480.0,2006-09-15,439000.0
for_sale,3.0,2.0,1.34,Eldred,New York,12732.0,2072.0,1998-07-07,360000.0
for_sale,4.0,3.0,0.49,Hawley,Pennsylvania,18428.0,3148.0,,395000.0
for_sale,4.0,2.0,7.58,Green Township,New Jersey,7860.0,3000.0,,589900.0
for_sale,4.0,3.0,1.2,East Stroudsburg,Pennsylvania,18302.0,2134.0,2021-08-16,375000.0
for_sale,2.0,1.0,8.37,Fredon Township,New Jersey,7860.0,,2011-05-06,280000.0
for_sale,2.0,1.0,0.3,Dingmans Ferry,Pennsylvania,18328.0,1008.0,2019-03-19,175000.0
for_sale,3.0,3.0,0.22,Byram Township,New Jersey,7821.0,,2020-03-05,399000.0
for_sale,2.0,1.0,0.17,Wantage Township,New Jersey,7461.0,,2018-10-19,249900.0
for_sale,7.0,6.0,0.17,Sussex,New Jersey,7461.0,4642.0,,440000.0
for_sale,3.0,3.0,1.93,Frelinghuysen,New Jersey,7821.0,,,435000.0
for_sale,2.0,1.0,0.14,Jefferson Township,New Jersey,7849.0,,2021-06-23,289900.0
for_sale,2.0,1.0,0.26,Frankford Township,New Jersey,7826.0,,2001-11-01,274900.0
for_sale,3.0,2.0,0.23,Dingmans Ferry,Pennsylvania,18328.0,1908.0,2017-08-21,349000.0
for_sale,3.0,4.0,0.11,Hardyston,New Jersey,7419.0,2264.0,2007-01-24,479900.0
for_sale,3.0,2.0,3.0,Hampton,New Jersey,7860.0,,,399900.0
for_sale,4.0,2.0,4.86,Montague,New Jersey,7827.0,,2021-10-25,429000.0
for_sale,6.0,3.0,0.15,Sussex,New Jersey,7461.0,2997.0,,357000.0
for_sale,3.0,2.0,5.03,Eldred,New York,12732.0,1625.0,1993-11-16,549000.0
for_sale,3.0,2.0,2.0,Independence Township,New Jersey,7840.0,,2020-12-03,375000.0
for_sale,4.0,3.0,1.06,Vernon,New Jersey,7461.0,,2000-10-26,505000.0
for_sale,2.0,2.0,0.05,Bushkill,Pennsylvania,18324.0,1140.0,2006-12-11,150000.0
for_sale,3.0,2.0,0.25,Andover,New Jersey,7860.0,,2018-04-13,329000.0
for_sale,4.0,2.0,0.27,Stanhope,New Jersey,7874.0,,2017-07-25,399000.0
for_sale,4.0,3.0,1.48,Independence Township,New Jersey,7840.0,,2021-08-13,524900.0
for_sale,5.0,4.0,0.23,Sussex,New Jersey,7461.0,1820.0,,350000.0
for_sale,2.0,1.0,0.17,Hopatcong,New Jersey,7821.0,,2019-06-17,499000.0
for_sale,4.0,5.0,4.41,Green Township,New Jersey,7821.0,4245.0,2012-09-10,895000.0
for_sale,,,0.72,Ny,New York,12737.0,,,19999.0
for_sale,3.0,3.0,0.13,Hopatcong,New Jersey,7843.0,,2003-02-20,675000.0
for_sale,4.0,3.0,3.7,Westtown,New York,10998.0,2506.0,2020-12-04,574900.0
for_sale,4.0,3.0,2.6,Westtown,New York,10998.0,2479.0,2020-12-04,524900.0
for_sale,3.0,3.0,0.28,Hopatcong,New Jersey,7843.0,,2019-08-26,1290000.0
for_sale,3.0,2.0,18.9,Frelinghuysen,New Jersey,7825.0,1860.0,2000-03-23,699000.0
for_sale,2.0,2.0,1.4,Hawley,Pennsylvania,18428.0,1728.0,2021-02-12,795000.0
for_sale,3.0,2.0,0.5,Dingmans Ferry,Pennsylvania,18328.0,1904.0,2018-04-24,149000.0
for_sale,4.0,2.0,1.51,Eldred,New York,12732.0,2565.0,2002-07-29,295000.0
for_sale,3.0,3.0,2.52,Shohola,Pennsylvania,18458.0,4332.0,2006-05-23,425000.0
for_sale,3.0,2.0,0.38,Bushkill,Pennsylvania,18324.0,1150.0,,170000.0
for_sale,3.0,2.0,0.3,Bushkill,Pennsylvania,18324.0,2376.0,2011-12-30,248500.0
for_sale,3.0,2.0,,Bushkill,Pennsylvania,18324.0,1478.0,2012-09-05,225000.0
for_sale,4.0,2.0,1.15,East Stroudsburg,Pennsylvania,18302.0,2134.0,2021-01-13,319000.0
for_sale,2.0,1.0,0.35,Smallwood,New York,12778.0,546.0,,110000.0
for_sale,2.0,1.0,10.02,Shohola,Pennsylvania,18458.0,1600.0,2020-10-27,349000.0
for_sale,3.0,3.0,0.39,Wantage Township,New Jersey,7461.0,1628.0,1988-02-09,289000.0
for_sale,3.0,2.0,0.34,Matamoras,Pennsylvania,18336.0,2272.0,2018-05-08,298500.0
for_sale,3.0,1.0,0.27,East Stroudsburg,Pennsylvania,18302.0,1007.0,2016-04-07,170000.0
for_sale,3.0,2.0,61.16,Barryville,New York,12719.0,1086.0,,498500.0
for_sale,3.0,2.0,0.75,Dingmans Ferry,Pennsylvania,18328.0,2072.0,1973-04-19,369500.0
for_sale,3.0,2.0,0.5,Lords Valley,Pennsylvania,18428.0,1056.0,2018-06-25,225000.0
for_sale,3.0,,0.07,Pike County,Pennsylvania,18324.0,960.0,2002-06-21,160000.0
for_sale,3.0,2.0,0.73,Westtown,New York,10998.0,1717.0,2012-10-12,380000.0
for_sale,4.0,2.0,0.48,Byram Township,New Jersey,7821.0,1850.0,,315000.0
for_sale,4.0,3.0,2.15,Glen Spey,New York,12737.0,2536.0,2018-11-28,439000.0
for_sale,2.0,2.0,0.4,Bushkill,Pennsylvania,18324.0,960.0,2020-10-19,100000.0
for_sale,3.0,1.0,4.06,Knowlton,New Jersey,7832.0,,2001-10-17,349000.0
for_sale,3.0,1.0,0.11,Port Jervis,New York,12771.0,900.0,1986-03-12,189000.0
for_sale,2.0,1.0,0.67,Frankford Township,New Jersey,7826.0,,2007-07-17,275000.0
for_sale,3.0,2.0,0.32,Newton,New Jersey,7860.0,,2012-10-12,389000.0
for_sale,3.0,2.0,3.94,Independence Township,New Jersey,7840.0,,1990-02-08,464900.0
for_sale,1.0,2.0,,Stanhope,New Jersey,7874.0,,2002-02-22,259900.0
for_sale,3.0,2.0,0.45,Byram Township,New Jersey,7874.0,,,375000.0
for_sale,2.0,2.0,,White Township,New Jersey,7823.0,1940.0,,449900.0
for_sale,4.0,4.0,1.68,White Township,New Jersey,7823.0,,2014-10-20,599000.0
for_sale,3.0,4.0,14.54,Independence Township,New Jersey,7840.0,,2004-03-23,625000.0
for_sale,4.0,2.0,0.32,Hopatcong,New Jersey,7843.0,,2021-07-19,395000.0
for_sale,4.0,1.0,0.23,Franklin,New Jersey,7416.0,,1987-05-08,324900.0
for_sale,2.0,1.0,0.47,Hopatcong,New Jersey,7843.0,,,199000.0
for_sale,3.0,2.0,0.34,Stillwater,New Jersey,7860.0,,2015-09-29,379000.0
for_sale,3.0,3.0,1.0,Lords Valley,Pennsylvania,18428.0,2700.0,,849000.0
for_sale,2.0,1.0,0.5,Hardyston,New Jersey,7419.0,,,279900.0
for_sale,4.0,5.0,1.01,Blairstown,New Jersey,7825.0,5900.0,2001-10-02,749000.0
for_sale,3.0,2.0,0.35,Sparta,New Jersey,7871.0,,2003-07-08,699900.0
for_sale,4.0,4.0,0.18,Allamuchy Township,New Jersey,7840.0,2450.0,2015-07-06,599900.0
for_sale,,,78.0,Hardwick Twp,New Jersey,7825.0,,2001-03-16,899000.0
for_sale,2.0,2.0,0.05,Hamburg,New Jersey,7419.0,1786.0,,450000.0
for_sale,,,93.0,Milford,Pennsylvania,18337.0,,,1500000.0
for_sale,4.0,3.0,0.28,Bushkill,Pennsylvania,18324.0,3768.0,2009-04-24,425000.0
for_sale,3.0,1.0,0.29,East Stroudsburg,Pennsylvania,18302.0,1414.0,2001-07-30,164000.0
for_sale,3.0,1.0,0.22,Hamburg,New Jersey,7419.0,1180.0,,150000.0
for_sale,4.0,3.0,0.66,Milford,Pennsylvania,18337.0,2912.0,2020-09-21,326000.0
for_sale,3.0,1.0,0.24,Belvidere,New Jersey,7823.0,1808.0,,239900.0
for_sale,2.0,1.0,0.43,Montague,New Jersey,7827.0,1180.0,,149900.0
for_sale,3.0,2.0,6.19,Montague,New Jersey,7827.0,,,360000.0
for_sale,5.0,2.0,0.14,Belvidere,New Jersey,7823.0,2300.0,2011-10-07,219900.0
for_sale,4.0,2.0,0.24,Franklin,New Jersey,7416.0,,2018-06-13,259900.0
for_sale,2.0,2.0,0.15,Franklin,New Jersey,7416.0,,,250000.0
for_sale,3.0,3.0,13.8,Port Jervis,New York,12771.0,2850.0,2022-01-13,525000.0
for_sale,4.0,2.0,10.24,Shohola,Pennsylvania,18458.0,2173.0,2020-07-10,450000.0
for_sale,3.0,2.0,40.0,Blairstown,New Jersey,7825.0,,1998-10-30,489000.0
for_sale,2.0,2.0,0.99,Wantage Township,New Jersey,7461.0,2000.0,,245000.0
for_sale,4.0,3.0,0.55,Lords Valley,Pennsylvania,18428.0,2500.0,,419000.0
for_sale,4.0,2.0,4.19,Stillwater,New Jersey,7860.0,,,449900.0
for_sale,6.0,3.0,1088.61,Shohola,Pennsylvania,18458.0,2698.0,,3995000.0
for_sale,3.0,3.0,1.27,Milford,Pennsylvania,18337.0,2409.0,1994-12-15,269000.0
for_sale,3.0,2.0,0.22,Port Jervis,New York,12771.0,1245.0,2007-04-04,79900.0
for_sale,4.0,3.0,0.4,Bushkill,Pennsylvania,18324.0,2661.0,2019-12-23,349000.0
for_sale,3.0,2.0,0.9,Sparrow Bush,New York,12780.0,1487.0,1991-06-07,275000.0
for_sale,2.0,1.0,10.0,Liberty Township,New Jersey,7838.0,1928.0,,299900.0
for_sale,4.0,2.0,2.29,East Stroudsburg,Pennsylvania,18302.0,1716.0,2010-07-08,299000.0
for_sale,2.0,1.0,0.46,Milford,Pennsylvania,18337.0,1296.0,2010-07-02,239900.0
for_sale,4.0,4.0,1.41,Milford,Pennsylvania,18337.0,4220.0,,499000.0
for_sale,3.0,3.0,0.5,East Stroudsburg,Pennsylvania,18301.0,1944.0,1998-09-21,329913.0
for_sale,4.0,4.0,1.5,Vernon,New Jersey,7461.0,,2013-04-11,399999.0
for_sale,3.0,2.0,0.43,Pike County,Pennsylvania,18324.0,1388.0,2021-07-06,299999.0
for_sale,4.0,3.0,1.0,Wantage Township,New Jersey,7461.0,,,277000.0
for_sale,3.0,1.0,1.2,Blairstown,New Jersey,7825.0,1200.0,,299500.0
for_sale,2.0,2.0,0.08,Hopatcong,New Jersey,7843.0,1365.0,1987-08-31,325000.0
for_sale,4.0,2.0,0.3,Bushkill,Pennsylvania,18324.0,1344.0,2014-07-28,215000.0
for_sale,3.0,1.0,0.64,Oxford,New Jersey,7863.0,1236.0,2014-09-15,289000.0
for_sale,3.0,2.0,0.74,Stillwater,New Jersey,7860.0,,,329000.0
for_sale,4.0,4.0,11.0,Glen Spey,New York,12737.0,2772.0,2014-01-29,525000.0
for_sale,4.0,4.0,4.0,Liberty Township,New Jersey,7838.0,,2002-04-05,850000.0
for_sale,3.0,2.0,10.0,Lafayette,New Jersey,7848.0,,1997-06-26,480000.0
for_sale,2.0,1.0,0.91,Wantage Township,New Jersey,7461.0,,,259900.0
for_sale,3.0,3.0,5.69,Highland Lake,New York,12743.0,3848.0,1999-10-07,749900.0
for_sale,4.0,5.0,8.0,Sparta,New Jersey,7871.0,6800.0,2010-11-30,999000.0
for_sale,3.0,2.0,0.19,Hopatcong,New Jersey,7843.0,,2019-12-27,304900.0
for_sale,2.0,2.0,0.15,Byram Township,New Jersey,7874.0,,2015-09-22,350000.0
for_sale,4.0,2.0,0.18,Vernon,New Jersey,7462.0,,,349999.0
for_sale,3.0,3.0,0.4,Sussex,New Jersey,7461.0,,2021-06-11,395000.0
for_sale,3.0,3.0,1.88,Vernon,New Jersey,7461.0,,2018-04-13,479900.0
for_sale,4.0,3.0,3.04,Wantage,New Jersey,7461.0,,2017-06-13,599900.0
for_sale,3.0,4.0,1.79,Hopatcong,New Jersey,7821.0,,2007-03-20,499900.0
for_sale,4.0,3.0,1.69,Blairstown,New Jersey,7832.0,,,425000.0
for_sale,4.0,3.0,2.03,Sparta,New Jersey,7871.0,,2002-04-24,550000.0
for_sale,3.0,3.0,0.06,Hardyston,New Jersey,7419.0,,2014-04-30,349900.0
for_sale,3.0,2.0,0.18,Hopatcong,New Jersey,7843.0,,2019-05-14,399900.0
for_sale,3.0,2.0,0.73,Lords Valley,Pennsylvania,18428.0,1850.0,,675000.0
for_sale,3.0,4.0,,Allamuchy Township,New Jersey,7840.0,,2019-06-17,520000.0
for_sale,4.0,3.0,2.9,Port Jervis,New York,12771.0,2600.0,2017-03-24,549900.0
for_sale,4.0,3.0,7.2,Port Jervis,New York,12771.0,2600.0,2017-03-24,569900.0
for_sale,4.0,3.0,2.9,Port Jervis,New York,12771.0,2600.0,2017-03-24,559900.0
for_sale,4.0,3.0,2.6,Port Jervis,New York,12771.0,2600.0,2017-03-24,559900.0
for_sale,4.0,3.0,2.0,Port Jervis,New York,12771.0,2477.0,,599900.0
for_sale,5.0,2.0,0.75,Washington Township,New Jersey,7853.0,,,365000.0
for_sale,2.0,2.0,0.33,Jefferson Township,New Jersey,7438.0,,,250000.0
for_sale,3.0,3.0,0.32,Newton,New Jersey,7860.0,1104.0,2015-09-15,275000.0
for_sale,3.0,1.0,0.98,Independence Township,New Jersey,7840.0,,,249900.0
for_sale,5.0,2.0,1.15,Jefferson Township,New Jersey,7438.0,,,225000.0
for_sale,2.0,2.0,0.24,Rockaway,New Jersey,7866.0,,,225000.0
for_sale,3.0,2.0,0.23,Byram Township,New Jersey,7821.0,1580.0,,299999.0
for_sale,2.0,2.0,0.04,Hackettstown,New Jersey,7840.0,,,225000.0
for_sale,4.0,3.0,3.1,Long Valley,New Jersey,7853.0,7153.0,2005-10-12,400000.0
for_sale,3.0,2.0,4.13,Fredon Township,New Jersey,7860.0,,,399000.0
for_sale,4.0,2.0,,Sparta,New Jersey,7871.0,,2018-09-18,399999.0
for_sale,3.0,3.0,0.8,Califon,New Jersey,7830.0,,2011-08-01,464900.0
for_sale,6.0,6.0,6.8,Independence Township,New Jersey,7840.0,,1990-07-25,989900.0
for_sale,4.0,3.0,4.37,Montville Township,New Jersey,7045.0,2916.0,2015-02-04,649000.0
for_sale,3.0,4.0,0.23,Mount Arlington,New Jersey,7856.0,,,675000.0
for_sale,3.0,2.0,0.11,Dover,New Jersey,7801.0,,2020-10-14,359900.0
for_sale,5.0,5.0,1.0,Byram Township,New Jersey,7821.0,,,1890000.0
for_sale,4.0,2.0,0.43,West Milford,New Jersey,7480.0,,1992-10-19,359900.0
for_sale,6.0,3.0,0.56,Hackettstown,New Jersey,7840.0,,,400000.0
for_sale,7.0,7.0,7.1,Kinnelon,New Jersey,7405.0,,2001-10-02,1750000.0
for_sale,,,0.17,Hopatcong,New Jersey,7874.0,,2010-09-30,42500.0
for_sale,4.0,2.0,2.0,Randolph,New Jersey,7869.0,,2018-06-08,499900.0
for_sale,4.0,3.0,0.36,Roxbury Township,New Jersey,7876.0,,1994-10-14,469000.0
for_sale,4.0,4.0,0.57,Byram Township,New Jersey,7821.0,,2003-06-25,499000.0
for_sale,6.0,15.0,81.16,Bedminster Twp,New Jersey,7921.0,,,15950000.0
for_sale,,,0.18,Morris Twp,New Jersey,7960.0,,2007-07-12,199500.0
for_sale,4.0,3.0,6.21,Andover,New Jersey,7821.0,,2004-07-29,579900.0
for_sale,4.0,3.0,0.31,West Milford,New Jersey,7480.0,,2019-05-02,449000.0
for_sale,5.0,4.0,1.97,Morris Twp,New Jersey,7960.0,,,899000.0
for_sale,4.0,4.0,25.0,Washington Township,New Jersey,7853.0,2700.0,1993-10-19,1349900.0
for_sale,5.0,5.0,52.3,Andover,New Jersey,7848.0,6378.0,,985000.0
for_sale,4.0,2.0,0.09,Parsippany Troy Hills Township,New Jersey,7054.0,,2021-08-03,488800.0
for_sale,4.0,3.0,0.44,Denville,New Jersey,7834.0,,2015-10-27,539000.0
for_sale,4.0,4.0,1.67,Kinnelon,New Jersey,7405.0,,2007-12-19,1450000.0
for_sale,5.0,4.0,3.49,Kinnelon,New Jersey,7405.0,,2007-12-19,1950000.0
for_sale,5.0,7.0,3.02,Bernards Twp,New Jersey,7920.0,10000.0,2007-11-15,2470000.0
for_sale,,,6.27,Tewksbury Township,New Jersey,8833.0,,2017-11-06,335000.0
for_sale,5.0,3.0,1.4,Hopatcong,New Jersey,7843.0,,,1300000.0
for_sale,5.0,5.0,6.07,Mendham Township,New Jersey,7960.0,,2014-04-15,1449000.0
for_sale,5.0,5.0,10.26,Harding Township,New Jersey,7960.0,,2008-02-29,1495000.0
for_sale,6.0,7.0,5.17,Bernardsville,New Jersey,7924.0,8400.0,2007-01-16,2575000.0
for_sale,6.0,8.0,10.1,Far Hills,New Jersey,7931.0,,2013-03-07,3695000.0
for_sale,,,4.62,Rockaway,New Jersey,7801.0,,,425000.0
for_sale,,,2.93,Butler,New Jersey,7405.0,,1990-08-27,550000.0
for_sale,,,0.14,Morristown,New Jersey,7960.0,,,350000.0
for_sale,5.0,4.0,0.47,Mine Hill,New Jersey,7803.0,2950.0,,599000.0
for_sale,3.0,3.0,1.73,Newton,New Jersey,7860.0,,,175000.0
for_sale,3.0,1.0,0.07,Mount Olive Township,New Jersey,7828.0,,2020-12-03,125000.0
for_sale,2.0,1.0,0.21,Jefferson Township,New Jersey,7849.0,,,219999.0
for_sale,2.0,1.0,0.28,Califon,New Jersey,7830.0,864.0,1998-11-02,275000.0
for_sale,2.0,2.0,0.74,Andover,New Jersey,7860.0,1332.0,2017-11-20,279900.0
for_sale,,,4.11,Liberty Township,New Jersey,7838.0,,2021-06-22,89900.0
for_sale,,,1.03,Andover,New Jersey,7860.0,,2011-01-25,49000.0
for_sale,3.0,3.0,0.62,Fredon Township,New Jersey,7860.0,,2020-05-07,419000.0
for_sale,,,9.18,Jefferson Township,New Jersey,7849.0,,,195000.0
for_sale,3.0,1.0,0.18,Jefferson Township,New Jersey,7849.0,,,279000.0
for_sale,5.0,4.0,3.17,Mendham Township,New Jersey,7945.0,,2005-06-01,609900.0
for_sale,5.0,8.0,11.75,Washington Township,New Jersey,7853.0,,2017-05-25,1250000.0
for_sale,2.0,3.0,0.11,Morristown,New Jersey,7960.0,,1998-07-01,509900.0
for_sale,3.0,2.0,0.04,Parsippany Troy Hills Township,New Jersey,7878.0,,2019-02-11,299999.0
for_sale,8.0,12.0,18.9,Mendham,New Jersey,7945.0,14152.0,,12990000.0
for_sale,3.0,2.0,0.29,Roxbury Township,New Jersey,7850.0,,1991-06-12,299999.0
for_sale,2.0,3.0,0.12,Riverdale,New Jersey,7457.0,,2016-03-15,395000.0
for_sale,3.0,2.0,0.29,Butler,New Jersey,7405.0,,2006-01-04,424000.0
for_sale,4.0,2.0,6.0,Green Township,New Jersey,7860.0,4700.0,,819999.0
for_sale,5.0,3.0,1.3,Jefferson Township,New Jersey,7849.0,,2002-01-22,625000.0
for_sale,6.0,7.0,5.01,Mendham,New Jersey,7945.0,7200.0,1994-01-31,1395000.0
for_sale,,,0.41,Andover,New Jersey,7860.0,,,79500.0
for_sale,7.0,9.0,55.67,Chester Twp,New Jersey,7930.0,,1993-01-28,3995000.0
for_sale,4.0,3.0,0.29,Ogdensburg,New Jersey,7439.0,,1994-02-04,349900.0
for_sale,,,2.26,Sparta,New Jersey,7871.0,,2021-04-15,200000.0
for_sale,9.0,2.0,0.51,Netcong,New Jersey,7857.0,,,350000.0
