status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
for_sale,4.0,3.0,3.25,Bernards Twp,New Jersey,7931.0,2786.0,2021-07-20,845000.0
for_sale,3.0,4.0,,Mountain Lakes,New Jersey,7046.0,,2016-09-28,649000.0
for_sale,4.0,4.0,0.29,Washington Township,New Jersey,7853.0,,,600000.0
for_sale,,,7.4,Fredon Township,New Jersey,7860.0,,2002-12-16,269900.0
for_sale,3.0,2.0,0.34,Roxbury Township,New Jersey,7876.0,,2018-11-19,499900.0
for_sale,3.0,2.0,0.23,Mine Hill,New Jersey,7803.0,,,449000.0
for_sale,2.0,2.0,0.13,Rockaway,New Jersey,7866.0,,,330000.0
for_sale,4.0,3.0,0.87,Roxbury Township,New Jersey,7852.0,3626.0,2017-06-06,689000.0
for_sale,6.0,5.0,0.34,Jefferson Township,New Jersey,7438.0,,,650000.0
for_sale,1.0,1.0,0.0,Allamuchy Township,New Jersey,7840.0,,,165000.0
for_sale,4.0,3.0,2.02,Washington Township,New Jersey,7853.0,,2000-08-03,560000.0
for_sale,3.0,4.0,8.1,Bernardsville,New Jersey,7924.0,,1982-11-20,1900000.0
for_sale,5.0,7.0,2.08,Kinnelon,New Jersey,7405.0,,2002-02-05,2488888.0
for_sale,1.0,1.0,,Stanhope,New Jersey,7874.0,,2004-10-18,175000.0
for_sale,4.0,2.0,0.22,Bernardsville,New Jersey,7924.0,2000.0,,685000.0
for_sale,3.0,4.0,0.1,Montville Township,New Jersey,7045.0,2608.0,2017-07-27,694800.0
for_sale,2.0,3.0,,Jefferson Township,New Jersey,7438.0,1483.0,2014-10-02,329000.0
for_sale,4.0,3.0,2.39,Chester,New Jersey,7930.0,2110.0,2017-12-11,619000.0
for_sale,5.0,8.0,3.97,Harding Township,New Jersey,7960.0,6626.0,,3295000.0
for_sale,4.0,2.0,0.34,Roxbury Township,New Jersey,7876.0,,2007-04-05,499999.0
for_sale,4.0,4.0,0.5,Mendham Township,New Jersey,7945.0,3536.0,2017-06-01,1050000.0
for_sale,4.0,3.0,0.64,Mendham Township,New Jersey,7869.0,,2012-03-07,659000.0
for_sale,4.0,3.0,0.44,Sparta,New Jersey,7871.0,,2012-12-06,1999000.0
for_sale,4.0,3.0,0.34,Hopatcong,New Jersey,7843.0,2134.0,,619000.0
for_sale,4.0,4.0,2.02,Mendham Township,New Jersey,7945.0,,2018-08-07,1575000.0
for_sale,4.0,3.0,0.34,Hopatcong,New Jersey,7843.0,2447.0,,649000.0
for_sale,4.0,3.0,0.34,Hopatcong,New Jersey,7843.0,2447.0,,649000.0
for_sale,4.0,3.0,0.34,Hopatcong,New Jersey,7843.0,2308.0,,629000.0
for_sale,4.0,3.0,2.05,Mount Olive Township,New Jersey,7853.0,2600.0,2002-09-06,699900.0
for_sale,,,9.5,Bedminster Twp,New Jersey,7931.0,,,750000.0
for_sale,,,,Mountain Lakes,New Jersey,7046.0,,2002-07-05,2000000.0
for_sale,,,0.93,Bernards Twp,New Jersey,7920.0,,1995-03-17,399000.0
for_sale,2.0,1.0,0.1,Rockaway Boro,New Jersey,7866.0,,2007-01-23,350000.0
for_sale,6.0,2.0,0.22,Netcong,New Jersey,7857.0,19998.0,,399900.0
for_sale,4.0,3.0,0.34,Newton,New Jersey,7860.0,,2019-08-07,419000.0
for_sale,4.0,3.0,0.26,Mount Olive Township,New Jersey,7836.0,1978.0,1990-05-04,430000.0
for_sale,3.0,2.0,0.3,West Milford,New Jersey,7480.0,,2005-02-07,375000.0
for_sale,4.0,3.0,0.57,Washington Township,New Jersey,7853.0,,2016-08-23,500000.0
for_sale,2.0,1.0,0.42,Hopatcong,New Jersey,7843.0,,2018-06-26,225000.0
for_sale,3.0,1.0,0.09,Hopatcong,New Jersey,7843.0,,2021-12-23,299900.0
for_sale,4.0,4.0,1.0,Hanover Twp,New Jersey,7927.0,,2002-06-28,1095000.0
for_sale,4.0,5.0,3.39,Fredon Township,New Jersey,7860.0,,2018-09-27,719000.0
for_sale,1.0,2.0,0.1,Hanover Twp,New Jersey,7981.0,,,345000.0
for_sale,3.0,2.0,0.17,Parsippany Troy Hills Township,New Jersey,7034.0,,2005-07-13,425000.0
for_sale,7.0,7.0,6.71,Kinnelon,New Jersey,7405.0,,1997-09-29,3299999.0
for_sale,,,0.64,Rockaway,New Jersey,7866.0,,2004-05-20,94900.0
for_sale,3.0,3.0,,Bernards Twp,New Jersey,7920.0,,2009-11-17,538000.0
for_sale,5.0,3.0,0.28,Hackettstown,New Jersey,7840.0,,2000-04-06,518500.0
for_sale,3.0,1.0,0.48,Parsippany Troy Hills Township,New Jersey,7054.0,,,389000.0
for_sale,1.0,1.0,0.19,Roxbury Township,New Jersey,7852.0,,1997-12-16,250000.0
for_sale,4.0,5.0,0.75,Morristown,New Jersey,7960.0,,2013-06-27,1995000.0
for_sale,4.0,4.0,0.35,Hopatcong,New Jersey,7821.0,3800.0,2012-04-23,1499900.0
for_sale,5.0,7.0,2.83,Montville Township,New Jersey,7045.0,6915.0,,1650000.0
for_sale,4.0,3.0,0.95,Morris Twp,New Jersey,7960.0,,2004-10-01,847000.0
for_sale,7.0,4.0,12.0,Boonton Township,New Jersey,7005.0,2766.0,,1195000.0
for_sale,3.0,2.0,0.39,Rockaway,New Jersey,7866.0,,2009-10-05,375000.0
for_sale,4.0,3.0,0.59,Randolph,New Jersey,7869.0,,1992-04-07,625000.0
for_sale,4.0,3.0,1.04,Randolph,New Jersey,7869.0,,2018-05-10,800000.0
for_sale,4.0,3.0,1.05,Randolph,New Jersey,7869.0,,1996-05-21,788800.0
for_sale,,,0.19,Sparta,New Jersey,7871.0,,,22000.0
for_sale,4.0,1.0,0.19,Parsippany Troy Hills Township,New Jersey,7034.0,1260.0,,399900.0
for_sale,3.0,2.0,0.39,Morris Twp,New Jersey,7960.0,,2013-07-02,729000.0
for_sale,4.0,3.0,0.5,Randolph,New Jersey,7869.0,,2012-06-11,699999.0
for_sale,5.0,3.0,0.82,Roxbury Township,New Jersey,7836.0,,2018-12-07,549900.0
for_sale,4.0,3.0,0.6,Randolph,New Jersey,7869.0,,2018-02-16,635000.0
for_sale,5.0,4.0,0.97,Bernards Twp,New Jersey,7920.0,,2006-07-18,1025000.0
for_sale,4.0,3.0,1.15,Bernardsville,New Jersey,7924.0,,2011-07-18,825000.0
for_sale,5.0,8.0,2.04,Kinnelon,New Jersey,7405.0,5200.0,2003-12-01,1895000.0
for_sale,4.0,3.0,0.37,Mountain Lakes,New Jersey,7046.0,,2016-03-09,919000.0
for_sale,6.0,3.0,0.13,Wharton,New Jersey,7885.0,2924.0,,450000.0
for_sale,4.0,3.0,3.08,Harding Township,New Jersey,7960.0,3175.0,2021-05-13,1195000.0
for_sale,4.0,3.0,0.52,Morris Plains,New Jersey,7950.0,,2019-09-24,635000.0
for_sale,4.0,3.0,0.34,Parsippany Troy Hills Township,New Jersey,7054.0,,2009-07-13,599900.0
for_sale,1.0,1.0,11.73,Morristown,New Jersey,7960.0,,,272500.0
for_sale,4.0,3.0,0.41,Mount Olive Township,New Jersey,7828.0,,1991-03-04,180000.0
for_sale,2.0,,0.35,Independence Township,New Jersey,7840.0,,,149000.0
for_sale,3.0,3.0,0.4,Dover,New Jersey,7801.0,2200.0,,659000.0
for_sale,1.0,1.0,11.73,Morristown,New Jersey,7960.0,,,225000.0
for_sale,2.0,2.0,,Mount Arlington,New Jersey,7856.0,1092.0,,269900.0
for_sale,4.0,3.0,3.74,Andover,New Jersey,7860.0,3218.0,,550000.0
for_sale,3.0,2.0,0.75,Jefferson Township,New Jersey,7438.0,,,339900.0
for_sale,3.0,2.0,0.7,Jefferson Township,New Jersey,7438.0,1562.0,2018-10-25,365000.0
for_sale,4.0,4.0,1.84,Washington Township,New Jersey,7830.0,4144.0,2004-07-06,849000.0
for_sale,4.0,2.0,0.5,Mount Olive Township,New Jersey,7836.0,,2002-07-08,434900.0
for_sale,2.0,3.0,,Morris Plains,New Jersey,7950.0,,2013-06-07,445000.0
for_sale,2.0,1.0,0.17,Morristown,New Jersey,7960.0,,2017-05-23,484900.0
for_sale,2.0,3.0,0.14,Bernardsville,New Jersey,7924.0,,,399000.0
for_sale,2.0,2.0,0.19,Roxbury Township,New Jersey,7852.0,,2012-04-12,289900.0
for_sale,1.0,1.0,,Stanhope,New Jersey,7874.0,,2013-08-02,185000.0
for_sale,3.0,2.0,1.12,Parsippany Troy Hills Township,New Jersey,7834.0,1390.0,1987-03-30,414900.0
for_sale,3.0,2.0,0.19,Butler,New Jersey,7405.0,,2016-08-08,449000.0
for_sale,5.0,5.0,1.51,Kinnelon,New Jersey,7405.0,,1994-01-19,939000.0
for_sale,4.0,2.0,0.4,Denville,New Jersey,7834.0,,2019-03-25,489000.0
for_sale,3.0,2.0,0.23,Morris Twp,New Jersey,7960.0,,,595000.0
for_sale,3.0,2.0,0.47,Sparta,New Jersey,7871.0,,2005-05-26,429950.0
for_sale,4.0,3.0,0.7,Jefferson Township,New Jersey,7438.0,,2019-07-22,549500.0
for_sale,7.0,8.0,5.83,Bernardsville,New Jersey,7924.0,,2002-02-13,5900000.0
for_sale,2.0,3.0,0.05,Parsippany Troy Hills Township,New Jersey,7005.0,,,609900.0
for_sale,1.0,1.0,,Allamuchy Township,New Jersey,7838.0,,2008-08-29,239000.0
for_sale,4.0,4.0,3.0,Tewksbury Township,New Jersey,8833.0,,,1079000.0
for_sale,3.0,4.0,,Butler,New Jersey,7405.0,,2015-10-21,588888.0
for_sale,5.0,6.0,1.13,Denville,New Jersey,7834.0,,2008-07-08,1300000.0
for_sale,4.0,3.0,2.06,Boonton Township,New Jersey,7005.0,,1998-04-01,789900.0
for_sale,3.0,2.0,0.29,West Milford,New Jersey,7438.0,,,425000.0
for_sale,2.0,2.0,,Denville,New Jersey,7834.0,,2012-12-12,359000.0
for_sale,4.0,5.0,6.15,Bernardsville,New Jersey,7924.0,4933.0,1994-04-14,1299000.0
for_sale,3.0,3.0,0.06,Rockaway,New Jersey,7866.0,,1994-07-21,449000.0
for_sale,3.0,2.0,0.15,Denville,New Jersey,7834.0,,2014-07-08,489000.0
for_sale,5.0,4.0,2.3,Bernards Twp,New Jersey,7920.0,,,1495000.0
for_sale,4.0,3.0,0.59,Randolph,New Jersey,7869.0,2590.0,2010-08-12,750000.0
for_sale,5.0,4.0,0.71,Morris Twp,New Jersey,7960.0,3655.0,2013-11-18,975000.0
for_sale,3.0,2.0,0.27,Byram Township,New Jersey,7821.0,,2018-04-24,335000.0
for_sale,3.0,2.0,0.45,Washington Township,New Jersey,7853.0,,2006-09-13,269900.0
for_sale,4.0,3.0,2.67,Jefferson Township,New Jersey,7849.0,2752.0,2006-07-13,360000.0
for_sale,2.0,1.0,0.58,Randolph,New Jersey,7869.0,,2015-09-14,299900.0
for_sale,2.0,1.0,0.31,Hopatcong,New Jersey,7843.0,,2003-08-14,325000.0
for_sale,6.0,10.0,2.71,Boonton Township,New Jersey,7005.0,15000.0,2004-11-01,2699000.0
for_sale,3.0,3.0,1.2,Fredon Township,New Jersey,7860.0,2364.0,1992-06-17,419000.0
for_sale,3.0,2.0,0.26,Randolph,New Jersey,7869.0,1190.0,2012-02-06,349900.0
for_sale,3.0,1.0,0.47,Chester,New Jersey,7930.0,1338.0,2010-02-03,415000.0
for_sale,3.0,3.0,0.48,Green Township,New Jersey,7821.0,,2017-10-03,349999.0
for_sale,4.0,4.0,0.29,Washington Township,New Jersey,7840.0,,1986-11-19,600000.0
for_sale,5.0,6.0,2.76,Washington Township,New Jersey,7853.0,4528.0,,695000.0
for_sale,3.0,1.0,0.15,Netcong,New Jersey,7857.0,,2016-11-02,300000.0
for_sale,3.0,1.0,0.58,Newton,New Jersey,7860.0,,2001-06-12,299900.0
for_sale,3.0,2.0,1.5,Mendham Township,New Jersey,7960.0,,,550000.0
for_sale,4.0,4.0,0.12,Morristown,New Jersey,7960.0,3515.0,2000-08-07,1350000.0
for_sale,3.0,3.0,0.67,West Milford,New Jersey,7480.0,1700.0,1993-09-22,425000.0
for_sale,3.0,2.0,0.23,Sparta,New Jersey,7871.0,7405.0,2019-08-06,399000.0
for_sale,5.0,4.0,3.28,West Milford,New Jersey,7480.0,,2011-04-11,850000.0
for_sale,3.0,2.0,0.22,Mine Hill,New Jersey,7803.0,,1991-08-26,389900.0
for_sale,2.0,2.0,0.14,Hopatcong,New Jersey,7843.0,,2006-12-14,254900.0
for_sale,,,16.69,Fredon Township,New Jersey,7860.0,,2015-12-04,300000.0
for_sale,5.0,4.0,1.24,Montville Township,New Jersey,7045.0,,,824800.0
for_sale,4.0,3.0,0.84,Andover,New Jersey,7821.0,,,469000.0
for_sale,4.0,2.0,0.23,Mount Arlington,New Jersey,7856.0,2084.0,2010-01-06,499000.0
for_sale,4.0,5.0,3.24,Chester Township,New Jersey,7930.0,,2016-10-05,1145000.0
for_sale,1.0,2.0,0.03,Dover,New Jersey,7801.0,1800.0,,539900.0
for_sale,6.0,6.0,5.21,Mendham Township,New Jersey,7931.0,7842.0,2000-03-15,1699000.0
for_sale,3.0,3.0,8.6,Kinnelon,New Jersey,7405.0,,2001-09-24,900000.0
for_sale,4.0,4.0,0.83,Denville,New Jersey,7834.0,,2007-08-03,899000.0
for_sale,5.0,4.0,1.0,Sparta,New Jersey,7871.0,4313.0,2011-12-13,1100000.0
for_sale,4.0,3.0,1.3,Mendham,New Jersey,7945.0,,1994-08-25,765000.0
for_sale,5.0,5.0,0.62,Bernardsville,New Jersey,7924.0,,2007-06-20,799000.0
for_sale,4.0,4.0,11.0,Roxbury Township,New Jersey,7836.0,,,819000.0
for_sale,4.0,5.0,2.96,Washington Township,New Jersey,7853.0,,2006-12-27,1250000.0
for_sale,4.0,3.0,0.15,Denville,New Jersey,7834.0,2404.0,2013-02-19,775000.0
for_sale,4.0,3.0,0.62,Randolph,New Jersey,7869.0,,2004-04-05,560000.0
for_sale,6.0,10.0,5.99,Bernardsville,New Jersey,7924.0,11000.0,2018-12-14,6250000.0
for_sale,4.0,3.0,5.79,Mendham,New Jersey,7945.0,3330.0,,1250000.0
for_sale,3.0,2.0,0.24,Hanover Twp,New Jersey,7927.0,,2013-11-06,724999.0
for_sale,4.0,3.0,0.13,Denville,New Jersey,7834.0,,,699999.0
for_sale,,,33.9,Peapack Gladstone Boro,New Jersey,7931.0,,2002-09-04,1995000.0
for_sale,3.0,2.0,1.14,Green Township,New Jersey,7860.0,1824.0,,375000.0
for_sale,2.0,2.0,0.1,Butler,New Jersey,7405.0,,,265000.0
for_sale,2.0,1.0,0.13,Jefferson Township,New Jersey,7849.0,,,100000.0
for_sale,2.0,1.0,0.29,Jefferson Township,New Jersey,7849.0,1040.0,2019-11-08,285000.0
for_sale,4.0,3.0,0.11,Dover,New Jersey,7801.0,,,400000.0
for_sale,3.0,2.0,1.84,Green Township,New Jersey,7860.0,1232.0,2007-05-01,315000.0
for_sale,4.0,4.0,1.12,Randolph,New Jersey,7869.0,2706.0,,558900.0
for_sale,1.0,1.0,,Stanhope,New Jersey,7874.0,861.0,,169900.0
for_sale,4.0,2.0,0.18,Rockaway,New Jersey,7801.0,1426.0,,340000.0
for_sale,3.0,2.0,0.46,Parsippany Troy Hills Township,New Jersey,7054.0,20038.0,2018-10-22,499900.0
for_sale,2.0,1.0,0.38,Morris Twp,New Jersey,7960.0,,1998-12-09,385000.0
for_sale,2.0,1.0,0.29,Parsippany Troy Hills Township,New Jersey,7034.0,,2011-12-20,350000.0
for_sale,4.0,2.0,0.11,Hopatcong,New Jersey,7874.0,,2019-04-30,349900.0
for_sale,4.0,3.0,0.17,Roxbury Township,New Jersey,7850.0,,2021-11-01,419900.0
for_sale,4.0,4.0,0.13,Sparta,New Jersey,7871.0,,2015-10-13,1499000.0
for_sale,4.0,5.0,2.56,Washington Township,New Jersey,7853.0,,1993-09-16,934900.0
for_sale,4.0,1.0,1.53,Rockaway,New Jersey,7885.0,,2018-02-05,425000.0
for_sale,3.0,3.0,0.48,West Milford,New Jersey,7480.0,,,599500.0
for_sale,3.0,3.0,0.84,Sparta,New Jersey,7871.0,,2005-11-29,690000.0
for_sale,4.0,3.0,0.75,Sparta,New Jersey,7871.0,3200.0,2019-09-25,630000.0
for_sale,2.0,3.0,,Bedminster Twp,New Jersey,7921.0,,1995-11-28,439000.0
for_sale,4.0,3.0,1.0,Independence Township,New Jersey,7840.0,,1997-12-10,575000.0
for_sale,3.0,2.0,0.31,Byram Township,New Jersey,7821.0,1630.0,1999-08-20,482000.0
for_sale,3.0,4.0,,Rockaway,New Jersey,7866.0,2125.0,2019-03-19,525000.0
for_sale,3.0,2.0,0.48,Rockaway,New Jersey,7866.0,,,435000.0
for_sale,4.0,3.0,0.97,Bernards Twp,New Jersey,7920.0,,2011-01-11,899000.0
for_sale,3.0,2.0,0.17,Morristown,New Jersey,7960.0,,2008-11-03,589000.0
for_sale,3.0,3.0,0.08,Morris Twp,New Jersey,7960.0,,2000-03-17,685000.0
for_sale,4.0,3.0,0.24,Roxbury Township,New Jersey,7852.0,,2018-06-04,649900.0
for_sale,4.0,3.0,0.94,Roxbury Township,New Jersey,7836.0,,2013-04-25,649900.0
for_sale,3.0,3.0,0.05,Parsippany Troy Hills Township,New Jersey,7950.0,,2017-08-29,540000.0
for_sale,3.0,3.0,0.15,Sparta,New Jersey,7871.0,,2012-07-26,569000.0
for_sale,3.0,2.0,0.29,Bernardsville,New Jersey,7924.0,1608.0,2021-08-16,599999.0
for_sale,6.0,7.0,0.71,Parsippany Troy Hills Township,New Jersey,7950.0,,1995-07-24,1070000.0
for_sale,4.0,4.0,0.62,Randolph,New Jersey,7869.0,,2018-08-07,699000.0
for_sale,4.0,4.0,0.41,Mountain Lakes,New Jersey,7046.0,3052.0,2008-06-12,1499999.0
for_sale,3.0,3.0,,Denville,New Jersey,7834.0,,2005-08-08,509000.0
for_sale,3.0,2.0,0.45,Parsippany Troy Hills Township,New Jersey,7054.0,1872.0,1998-12-17,578000.0
for_sale,3.0,3.0,0.46,Morris Plains,New Jersey,7950.0,1621.0,,500000.0
for_sale,2.0,2.0,,Rockaway,New Jersey,7866.0,,,539000.0
for_sale,6.0,6.0,1.03,Randolph,New Jersey,7945.0,5600.0,2016-03-10,1395000.0
for_sale,,,3.45,Harding Township,New Jersey,7976.0,,,849900.0
for_sale,2.0,1.0,0.24,Byram Township,New Jersey,7821.0,,2016-01-19,239900.0
for_sale,2.0,1.0,0.15,Jefferson Township,New Jersey,7849.0,1122.0,1998-10-21,320000.0
for_sale,4.0,2.0,0.22,Hackettstown,New Jersey,7840.0,1768.0,,399000.0
for_sale,3.0,2.0,0.33,Byram Township,New Jersey,7874.0,1730.0,2006-06-15,345000.0
for_sale,3.0,1.0,0.22,West Milford,New Jersey,7480.0,1944.0,2020-06-18,328500.0
for_sale,5.0,4.0,0.35,Allamuchy Township,New Jersey,7840.0,,2021-11-29,499000.0
for_sale,2.0,1.0,0.1,Wharton,New Jersey,7885.0,2480.0,,339000.0
for_sale,3.0,2.0,0.28,Netcong,New Jersey,7857.0,,2018-02-15,379000.0
for_sale,2.0,2.0,,Sparta,New Jersey,7871.0,,,300000.0
for_sale,5.0,4.0,0.97,Bernards Twp,New Jersey,7920.0,,2020-03-09,999000.0
for_sale,3.0,3.0,0.1,Netcong,New Jersey,7857.0,,1986-10-08,424900.0
for_sale,2.0,1.0,1.62,Netcong,New Jersey,7857.0,,,210000.0
for_sale,4.0,3.0,0.22,Mount Olive Township,New Jersey,7836.0,,2016-01-27,445500.0
for_sale,5.0,3.0,0.39,Randolph,New Jersey,7869.0,,,599900.0
for_sale,3.0,1.0,0.19,Hopatcong,New Jersey,7843.0,,,429000.0
for_sale,4.0,3.0,3.55,Andover,New Jersey,7821.0,,2017-08-22,575000.0
for_sale,4.0,3.0,0.92,Washington Township,New Jersey,7853.0,,2016-12-02,529555.0
for_sale,5.0,3.0,0.24,Parsippany Troy Hills Township,New Jersey,7054.0,,2021-03-04,959900.0
for_sale,1.0,1.0,0.09,Parsippany Troy Hills Township,New Jersey,7034.0,,2018-02-14,285000.0
for_sale,3.0,2.0,2.34,Bedminster Twp,New Jersey,7921.0,,,799000.0
for_sale,4.0,3.0,0.35,Rockaway,New Jersey,7866.0,3378.0,1998-09-11,649000.0
for_sale,5.0,5.0,4.48,Chester Township,New Jersey,7930.0,,2007-09-12,1195000.0
for_sale,4.0,4.0,1.01,Roxbury Township,New Jersey,7876.0,,1992-08-28,675000.0
for_sale,3.0,4.0,0.21,Bernards Twp,New Jersey,7920.0,,2020-06-17,700000.0
for_sale,4.0,3.0,0.28,Boonton Township,New Jersey,7005.0,2650.0,2020-04-28,678000.0
for_sale,5.0,4.0,0.6,Randolph,New Jersey,7869.0,3100.0,2001-08-14,824900.0
for_sale,3.0,1.0,1.34,Bernardsville,New Jersey,7924.0,1165.0,1992-12-09,559000.0
for_sale,4.0,2.0,0.79,Bedminster Twp,New Jersey,7921.0,2524.0,2014-08-14,675000.0
for_sale,4.0,3.0,1.64,Hanover Twp,New Jersey,7927.0,,,875000.0
for_sale,3.0,3.0,0.38,Parsippany Troy Hills Township,New Jersey,7834.0,,1986-05-14,568000.0
for_sale,5.0,4.0,75.0,Green Township,New Jersey,7860.0,5658.0,2012-04-25,1795000.0
for_sale,4.0,3.0,1.06,Rockaway,New Jersey,7866.0,2284.0,,550000.0
for_sale,3.0,3.0,0.22,Morris Twp,New Jersey,7960.0,2510.0,2006-07-25,785000.0
for_sale,5.0,4.0,0.58,Morris Twp,New Jersey,7960.0,,2016-12-02,1295000.0
for_sale,4.0,3.0,0.55,Byram Township,New Jersey,7821.0,,2011-11-07,520000.0
for_sale,4.0,2.0,0.38,Randolph,New Jersey,7869.0,,2009-12-23,525000.0
for_sale,6.0,6.0,3.23,Harding Township,New Jersey,7960.0,,2018-01-02,1789000.0
for_sale,3.0,3.0,0.16,Sparta,New Jersey,7871.0,,2020-06-24,949000.0
for_sale,4.0,4.0,3.53,Harding Township,New Jersey,7960.0,,2018-08-27,2150000.0
for_sale,5.0,6.0,59.46,Bedminster Twp,New Jersey,7931.0,,1995-01-03,4600000.0
for_sale,7.0,8.0,4.12,Kinnelon,New Jersey,7405.0,7773.0,2007-10-05,1879000.0
for_sale,,,8.63,Byram Township,New Jersey,7874.0,,,1000000.0
for_sale,2.0,2.0,0.4,Andover,New Jersey,7848.0,1194.0,2015-06-05,200000.0
for_sale,5.0,4.0,0.23,Andover,New Jersey,7821.0,2522.0,,324900.0
for_sale,3.0,2.0,0.31,Newton,New Jersey,7860.0,2328.0,,320000.0
for_sale,4.0,5.0,4.6,Washington Township,New Jersey,7853.0,4501.0,2004-07-20,624900.0
for_sale,4.0,1.0,0.26,Hopatcong,New Jersey,7874.0,1910.0,2005-08-18,269900.0
for_sale,5.0,3.0,0.26,Jefferson Township,New Jersey,7460.0,,2003-03-04,290000.0
for_sale,2.0,1.0,0.33,Pequannock Township,New Jersey,7440.0,,,289900.0
for_sale,2.0,3.0,0.06,Mendham,New Jersey,7945.0,,2003-07-07,349950.0
for_sale,4.0,3.0,0.95,Boonton,New Jersey,7005.0,,2005-08-23,650000.0
for_sale,7.0,4.0,1.92,West Milford,New Jersey,7438.0,,,495000.0
for_sale,1.0,1.0,,West Milford,New Jersey,7480.0,,2013-04-12,195000.0
for_sale,4.0,4.0,2.1,Bloomingdale,New Jersey,7403.0,,1994-10-28,469900.0
for_sale,4.0,3.0,3.17,Sparta,New Jersey,7871.0,2144.0,2020-06-15,475000.0
for_sale,3.0,2.0,0.11,Bedminster Twp,New Jersey,7921.0,,2009-06-09,385000.0
for_sale,3.0,1.0,0.31,Andover,New Jersey,7860.0,,2019-03-28,299000.0
for_sale,2.0,3.0,,Bernards Twp,New Jersey,7920.0,1816.0,2015-02-17,480000.0
for_sale,3.0,3.0,0.65,Sparta,New Jersey,7871.0,,2016-08-10,479900.0
for_sale,3.0,3.0,0.08,Boonton,New Jersey,7005.0,1377.0,2004-10-22,449999.0
for_sale,4.0,2.0,0.31,West Milford,New Jersey,7480.0,,,425000.0
for_sale,3.0,3.0,,Jefferson Township,New Jersey,7438.0,,2000-07-25,399900.0
for_sale,3.0,3.0,0.07,Morris Twp,New Jersey,7960.0,,2019-10-10,650000.0
for_sale,1.0,1.0,0.13,Rockaway,New Jersey,7866.0,915.0,2000-01-04,289000.0
for_sale,5.0,7.0,4.81,Chester Township,New Jersey,7931.0,6827.0,2016-01-06,1950000.0
for_sale,4.0,2.0,0.25,Mountain Lakes,New Jersey,7046.0,1800.0,,650000.0
for_sale,2.0,1.0,0.17,Denville,New Jersey,7834.0,,2003-09-19,375000.0
for_sale,4.0,3.0,0.2,Califon,New Jersey,7830.0,,2021-07-26,565000.0
for_sale,2.0,2.0,,Newton,New Jersey,7860.0,,2021-12-16,339900.0
for_sale,6.0,6.0,3.02,Kinnelon,New Jersey,7405.0,6485.0,,1175000.0
for_sale,6.0,9.0,35.0,Bedminster Twp,New Jersey,7934.0,8876.0,2002-05-14,3875000.0
for_sale,3.0,2.0,0.29,Randolph,New Jersey,7869.0,1228.0,2014-07-30,454900.0
for_sale,2.0,1.0,0.66,Harding Township,New Jersey,7960.0,,2005-08-02,629000.0
for_sale,4.0,3.0,0.65,Morris Twp,New Jersey,7960.0,,2017-11-15,765000.0
for_sale,2.0,1.0,0.19,Parsippany Troy Hills Township,New Jersey,7834.0,,1999-10-01,369800.0
for_sale,2.0,2.0,0.25,Morris Plains,New Jersey,7950.0,1275.0,,345000.0
for_sale,3.0,2.0,0.25,Dover,New Jersey,7801.0,,,400000.0
for_sale,5.0,5.0,8.64,Fredon,New Jersey,7860.0,,2017-09-07,785000.0
for_sale,4.0,2.0,0.19,Hopatcong,New Jersey,7843.0,,2021-03-11,419900.0
for_sale,3.0,2.0,2.08,Mount Olive Township,New Jersey,7836.0,,1992-12-11,450000.0
for_sale,4.0,5.0,3.25,Chester Township,New Jersey,7930.0,4935.0,1994-07-28,1499900.0
for_sale,,,0.29,Rockaway,New Jersey,7866.0,,2015-07-29,240000.0
for_sale,5.0,6.0,2.87,Montville Township,New Jersey,7082.0,5124.0,,1995500.0
for_sale,,,0.34,Parsippany Troy Hills Township,New Jersey,7054.0,,,469900.0
for_sale,3.0,1.0,0.37,Washington Township,New Jersey,7840.0,,,174000.0
for_sale,3.0,1.0,0.13,Hopatcong,New Jersey,7874.0,1198.0,2007-05-17,220000.0
for_sale,3.0,3.0,1.05,Andover,New Jersey,7821.0,45955.0,,589900.0
for_sale,3.0,3.0,4.6,Jefferson Township,New Jersey,7438.0,2392.0,,499000.0
for_sale,3.0,2.0,0.28,Boonton,New Jersey,7005.0,,,289900.0
for_sale,3.0,1.0,0.13,Independence Township,New Jersey,7840.0,,2010-03-15,210000.0
for_sale,2.0,1.0,0.2,Byram Township,New Jersey,7821.0,768.0,2006-07-07,259900.0
for_sale,4.0,2.0,1.0,Chester Township,New Jersey,7930.0,,,495000.0
for_sale,3.0,3.0,0.59,Mine Hill,New Jersey,7803.0,,2014-11-05,494900.0
for_sale,2.0,1.0,0.4,West Milford,New Jersey,7480.0,,,285000.0
for_sale,3.0,2.0,0.6,Mendham Township,New Jersey,7945.0,1900.0,,525000.0
for_sale,5.0,4.0,4.54,Green Creek,New Jersey,7821.0,,2014-09-18,779000.0
for_sale,4.0,3.0,0.92,West Milford,New Jersey,7438.0,,2004-10-06,545900.0
for_sale,5.0,4.0,0.7,Jefferson Township,New Jersey,7438.0,,,875000.0
for_sale,4.0,3.0,0.61,Mount Olive Township,New Jersey,7836.0,2940.0,1995-05-01,700000.0
for_sale,1.0,2.0,0.04,Victory Gardens,New Jersey,7801.0,,2020-09-04,215000.0
for_sale,3.0,2.0,0.22,Newton,New Jersey,7860.0,,1998-03-09,389000.0
